street name,max_sale_amount,avg_sale_amount,num_of_sales,total_sale_amount
817 S ORME ST,599900,299950.0,2,599900
817 S TAYLOR ST,0,0.0,2,0
817 S VEITCH ST,808000,404000.0,2,808000
818 21st ST S,2000000,2000000.0,1,2000000
818 24th ST S,1125000,562500.0,2,1125000
818 25th ST S,0,0.0,1,0
818 N EDGEWOOD ST,812500,812500.0,1,812500
818 N FILLMORE ST,1648000,412000.0,4,1648000
818 N GREENBRIER ST,0,0.0,1,0
818 N HARRISON ST,842500,280833.3333333333,3,842500
818 N WOODROW ST,0,0.0,1,0
818 S ADAMS ST,904125,904125.0,1,904125
818 S ARLINGTON MILL DR 4-102,297000,297000.0,1,297000
818 S ARLINGTON MILL DR 4-301,239950,119975.0,2,239950
818 S ARLINGTON MILL DR 4-302,242000,242000.0,1,242000
818 S DINWIDDIE ST,430000,215000.0,2,430000
818 S GREENBRIER ST,6507980,2169326.6666666665,3,6507980
818 S IRVING ST,607000,607000.0,1,607000
818 S OAK ST,640000,640000.0,1,640000
818 S ORME ST,0,0.0,1,0
818 S VEITCH ST,0,0.0,1,0
819 N BARTON ST,770000,770000.0,1,770000
819 N FILLMORE ST,1700000,1700000.0,1,1700000
819 N IVY ST,1666000,555333.3333333334,3,1666000
819 S IRVING ST,617205,308602.5,2,617205
819 S OAKLAND ST,0,0.0,1,0
819 S ORME ST,585500,585500.0,1,585500
82 S WISE ST,749900,749900.0,1,749900
820 24th ST S,0,0.0,2,0
820 N EDISON ST,765000,765000.0,1,765000
820 N KENMORE ST,1750000,1750000.0,1,1750000
820 N POLLARD ST 101,530000,530000.0,1,530000
820 N POLLARD ST 102,430000,430000.0,1,430000
820 N POLLARD ST 103,435000,435000.0,1,435000
820 N POLLARD ST 104,402500,402500.0,1,402500
820 N POLLARD ST 105,549000,549000.0,1,549000
820 N POLLARD ST 107,0,0.0,1,0
820 N POLLARD ST 201,0,0.0,1,0
820 N POLLARD ST 204,657500,657500.0,1,657500
820 N POLLARD ST 206,0,0.0,1,0
820 N POLLARD ST 208,705000,705000.0,1,705000
820 N POLLARD ST 210,900000,450000.0,2,900000
820 N POLLARD ST 211,0,0.0,1,0
820 N POLLARD ST 302,555000,555000.0,1,555000
820 N POLLARD ST 303,675000,675000.0,1,675000
820 N POLLARD ST 307,429900,214950.0,2,429900
820 N POLLARD ST 309,715000,715000.0,1,715000
820 N POLLARD ST 311,645000,645000.0,1,645000
820 N POLLARD ST 401,1440000,720000.0,2,1440000
820 N POLLARD ST 403,687000,687000.0,1,687000
820 N POLLARD ST 405,550000,550000.0,1,550000
820 N POLLARD ST 406,830000,830000.0,1,830000
820 N POLLARD ST 407,425000,425000.0,1,425000
820 N POLLARD ST 408,750000,375000.0,2,750000
820 N POLLARD ST 412,465000,465000.0,1,465000
820 N POLLARD ST 413,0,0.0,1,0
820 N POLLARD ST 416,530000,265000.0,2,530000
820 N POLLARD ST 504,649900,649900.0,1,649900
820 N POLLARD ST 506,785000,392500.0,2,785000
820 N POLLARD ST 508,1525000,762500.0,2,1525000
820 N POLLARD ST 514,673500,673500.0,1,673500
820 N POLLARD ST 601,0,0.0,1,0
820 N POLLARD ST 603,1320000,660000.0,2,1320000
820 N POLLARD ST 604,0,0.0,1,0
820 N POLLARD ST 609,1460000,730000.0,2,1460000
820 N POLLARD ST 610,420000,420000.0,1,420000
820 N POLLARD ST 611,1374900,687450.0,2,1374900
820 N POLLARD ST 613,700000,700000.0,1,700000
820 N POLLARD ST 616,540000,540000.0,1,540000
820 N POLLARD ST 709,712000,712000.0,1,712000
820 N POLLARD ST 710,491000,245500.0,2,491000
820 N POLLARD ST 802,618000,618000.0,1,618000
820 N POLLARD ST 803,508400,508400.0,1,508400
820 N POLLARD ST 806,719900,719900.0,1,719900
820 N POLLARD ST 811,1395000,697500.0,2,1395000
820 N POLLARD ST 816,537000,268500.0,2,537000
820 N POLLARD ST 902,0,0.0,1,0
820 N POLLARD ST 904,618000,618000.0,1,618000
820 N POLLARD ST 906,0,0.0,1,0
820 N POLLARD ST 907,465000,465000.0,1,465000
820 N POLLARD ST 915,472000,472000.0,1,472000
820 N POLLARD ST 916,560000,280000.0,2,560000
820 N POLLARD ST COM2,0,0.0,1,0
820 N WAKEFIELD ST,0,0.0,1,0
820 S ARLINGTON MILL DR 3-104,270000,270000.0,1,270000
820 S GLEBE RD,695000,695000.0,1,695000
820 S GREENBRIER ST,6447990,2149330.0,3,6447990
820 S OAKLAND ST,1517353,505784.3333333333,3,1517353
820 S ORME ST,0,0.0,1,0
821 19th ST S,1845000,922500.0,2,1845000
821 23rd ST S,0,0.0,1,0
821 26th ST S,841000,841000.0,1,841000
821 N ILLINOIS ST,0,0.0,1,0
821 N IVY ST,850000,283333.3333333333,3,850000
821 N WAKEFIELD ST,1280000,1280000.0,1,1280000
821 S ADAMS ST,0,0.0,1,0
821 S GLEBE RD,515000,515000.0,1,515000
821 S IVY ST,0,0.0,1,0
821 S MONROE ST,0,0.0,1,0
821 S ORME ST,605000,605000.0,1,605000
822 18th ST S,800000,800000.0,1,800000
822 19th ST S,0,0.0,1,0
822 21st ST S,0,0.0,1,0
822 N DANIEL ST,0,0.0,1,0
822 N GARFIELD ST,1125000,562500.0,2,1125000
822 N KENMORE ST,1750000,1750000.0,1,1750000
822 N WOODROW ST,0,0.0,1,0
822 S ARLINGTON MILL DR 2-101,260000,260000.0,1,260000
822 S ARLINGTON MILL DR 2-104,285000,285000.0,1,285000
822 S ARLINGTON MILL DR 2-203,245000,245000.0,1,245000
822 S ARLINGTON MILL DR 2-204,0,0.0,2,0
822 S ARLINGTON MILL DR 2-301,251500,251500.0,1,251500
822 S GREENBRIER ST,6474990,2158330.0,3,6474990
822 S IVY ST,0,0.0,1,0
822 S MONROE ST,0,0.0,1,0
823 26th PL S,0,0.0,1,0
823 N GREENBRIER ST,0,0.0,1,0
823 N LINCOLN ST,1275000,1275000.0,1,1275000
823 S HARRISON ST,0,0.0,1,0
823 S LINCOLN ST,0,0.0,1,0
823 S OAKLAND ST,0,0.0,2,0
824 N EDISON ST,785000,785000.0,1,785000
824 N FILLMORE ST,0,0.0,1,0
824 N KENSINGTON ST,875000,875000.0,1,875000
824 N WAKEFIELD ST,1510000,1510000.0,1,1510000
824 S ARLINGTON MILL DR 1-104,0,0.0,1,0
824 S ARLINGTON MILL DR 1-301,235000,235000.0,1,235000
824 S ARLINGTON MILL DR 1-302,235000,235000.0,1,235000
824 S ARLINGTON MILL DR 1-304,237000,237000.0,1,237000
824 S ARLINGTON MILL DR 1-C-2,246000,246000.0,1,246000
824 S ARLINGTON MILL DR 1-C-3,0,0.0,1,0
824 S ARLINGTON MILL DR 1-C-4,0,0.0,1,0
824 S COURTHOUSE RD,1151500,1151500.0,1,1151500
824 S DINWIDDIE ST,0,0.0,2,0
824 S GLEBE RD,840000,840000.0,1,840000
824 S GREENBRIER ST,6570260,2190086.6666666665,3,6570260
824 S IVY ST,819500,409750.0,2,819500
824 S QUINCY ST,0,0.0,1,0
825 23rd ST S,0,0.0,1,0
825 S IRVING ST,1065000,532500.0,2,1065000
825 S IVY ST,0,0.0,2,0
825 S MONROE ST,0,0.0,1,0
826 N JACKSON ST,815000,815000.0,1,815000
826 S GLEBE RD,650000,325000.0,2,650000
826 S HIGHLAND ST,584000,584000.0,1,584000
826 S IVY ST,515000,515000.0,1,515000
827 25th ST S,1202500,1202500.0,1,1202500
827 S LINCOLN ST,0,0.0,1,0
827 S RANDOLPH ST,980000,490000.0,2,980000
828 25th ST S,950000,950000.0,1,950000
828 N EDISON ST,0,0.0,1,0
828 S BUCHANAN ST,1485000,742500.0,2,1485000
828 S HARRISON ST,0,0.0,1,0
828 S WAKEFIELD ST,875000,875000.0,1,875000
829 20th ST S,0,0.0,1,0
829 N WAKEFIELD ST,1300000,1300000.0,1,1300000
829 S IVY ST,0,0.0,1,0
830 18th ST S,0,0.0,1,0
830 21st ST S,2985000,1492500.0,2,2985000
830 22nd ST S,0,0.0,2,0
830 N ABINGDON ST,940000,940000.0,1,940000
830 N FREDERICK ST,685000,342500.0,2,685000
830 N WOODROW ST,0,0.0,1,0
830 S DINWIDDIE ST,0,0.0,1,0
830 S GREENBRIER ST 2,0,0.0,1,0
830 S GREENBRIER ST 4,195000,195000.0,1,195000
830 S HIGHLAND ST,750000,750000.0,1,750000
830 S LINCOLN ST,1580000,790000.0,2,1580000
831 23rd ST S,2680000,893333.3333333334,3,2680000
831 S BUCHANAN ST,0,0.0,1,0
832 20th ST S,711000,237000.0,3,711000
832 21st ST S,1650000,1650000.0,1,1650000
832 N EDISON ST,0,0.0,3,0
832 S COURTHOUSE RD,0,0.0,2,0
832 S GREENBRIER ST 1,210000,105000.0,2,210000
832 S GREENBRIER ST 2,225000,112500.0,2,225000
832 S GREENBRIER ST 3,0,0.0,1,0
832 S GREENBRIER ST 4,280000,280000.0,1,280000
833 20th ST S,770000,385000.0,2,770000
833 22nd ST S,0,0.0,1,0
833 N WAKEFIELD ST,0,0.0,1,0
834 19th ST S,0,0.0,1,0
834 N FREDERICK ST,725000,725000.0,1,725000
834 N WOODROW ST,0,0.0,2,0
834 S BUCHANAN ST,900200,900200.0,1,900200
834 S DINWIDDIE ST,430000,215000.0,2,430000
834 S GREENBRIER ST 2,171000,85500.0,2,171000
834 S IRVING ST,665000,665000.0,1,665000
835 N BUCHANAN ST,765500,765500.0,1,765500
835 N WOODROW ST,1842775,460693.75,4,1842775
835 S GREENBRIER ST,0,0.0,1,0
835 S IRVING ST,0,0.0,1,0
835 S QUINCY ST,0,0.0,1,0
836 N FREDERICK ST,750000,750000.0,1,750000
836 S GLEBE RD,1312500,1312500.0,1,1312500
836 S IRVING ST,511000,511000.0,1,511000
836 S IVY ST,629900,629900.0,1,629900
836 S VEITCH ST,816000,816000.0,1,816000
837 31st ST S,1790000,895000.0,2,1790000
837 N GREENBRIER ST,0,0.0,1,0
837 S IRVING ST,0,0.0,2,0
838 20th ST S,772500,772500.0,1,772500
838 22nd ST S,950000,950000.0,1,950000
838 N WOODROW ST,931000,931000.0,1,931000
838 S GLEBE RD,1275000,1275000.0,1,1275000
838 S LINCOLN ST,750000,750000.0,1,750000
838 S MONROE ST,709999,709999.0,1,709999
839 20th ST S,0,0.0,1,0
839 N ABINGDON ST,1249200,1249200.0,1,1249200
839 N WOODROW ST,860000,860000.0,1,860000
84 S WISE ST,0,0.0,2,0
840 N FREDERICK ST,759000,759000.0,1,759000
840 N LEXINGTON ST,0,0.0,1,0
840 S VEITCH ST,0,0.0,2,0
841 N LEXINGTON ST,1272000,636000.0,2,1272000
841 N MANCHESTER ST,7242062,2414020.6666666665,3,7242062
841 S IRVING ST,500000,166666.66666666666,3,500000
841 S WAYNE ST,1300000,650000.0,2,1300000
842 N JACKSON ST,875000,875000.0,1,875000
842 S DINWIDDIE ST,1165000,582500.0,2,1165000
842 S GLEBE RD,0,0.0,1,0
842 S IVY ST,0,0.0,1,0
842 S MONROE ST,1089000,1089000.0,1,1089000
843 N BUCHANAN ST,0,0.0,1,0
843 N GREENBRIER ST,750000,375000.0,2,750000
843 N JEFFERSON ST,0,0.0,2,0
844 N BURLINGTON ST,0,0.0,2,0
844 N FREDERICK ST,621500,621500.0,1,621500
844 N JACKSONVILLE ST,1550000,1550000.0,1,1550000
844 N MADISON ST,32184481,6436896.2,5,32184481
844 N MANCHESTER ST,7242062,2414020.6666666665,3,7242062
844 S LINCOLN ST,0,0.0,1,0
845 MCKINLEY RD,3621031,1207010.3333333333,3,3621031
845 N MANCHESTER ST,7242062,3621031.0,2,7242062
846 N ABINGDON ST,0,0.0,1,0
846 N BURLINGTON ST,890000,890000.0,1,890000
846 N FREDERICK ST,622000,622000.0,1,622000
846 N HARRISON ST,0,0.0,1,0
846 S IRVING ST,0,0.0,1,0
846 S IVY ST,0,0.0,1,0
847 N ABINGDON ST,0,0.0,1,0
847 N GREENBRIER ST,0,0.0,1,0
847 S IVY ST,660000,660000.0,1,660000
848 N FREDERICK ST,662000,662000.0,1,662000
848 N MADISON ST,32520981,6504196.2,5,32520981
848 N MANCHESTER ST,7242062,2414020.6666666665,3,7242062
849 MCKINLEY RD,3621031,1207010.3333333333,3,3621031
849 N MANCHESTER ST,7242062,2414020.6666666665,3,7242062
849 S MONROE ST,975000,487500.0,2,975000
850 N JACKSONVILLE ST,0,0.0,2,0
851 N GLEBE RD 1003,450000,450000.0,1,450000
851 N GLEBE RD 101,535000,535000.0,1,535000
851 N GLEBE RD 1011,715000,715000.0,1,715000
851 N GLEBE RD 1014,440000,440000.0,1,440000
851 N GLEBE RD 1016,400000,400000.0,1,400000
851 N GLEBE RD 1017,0,0.0,2,0
851 N GLEBE RD 1019,692000,692000.0,1,692000
851 N GLEBE RD 1020,725000,362500.0,2,725000
851 N GLEBE RD 103,450000,450000.0,1,450000
851 N GLEBE RD 107,460000,460000.0,1,460000
851 N GLEBE RD 108,885000,442500.0,2,885000
851 N GLEBE RD 1103,430000,430000.0,1,430000
851 N GLEBE RD 1104,740000,370000.0,2,740000
851 N GLEBE RD 1108,440000,440000.0,1,440000
851 N GLEBE RD 1109,560111,560111.0,1,560111
851 N GLEBE RD 1111,0,0.0,1,0
851 N GLEBE RD 1117,695000,695000.0,1,695000
851 N GLEBE RD 1120,710000,710000.0,1,710000
851 N GLEBE RD 1121,535000,535000.0,1,535000
851 N GLEBE RD 115,390000,390000.0,1,390000
851 N GLEBE RD 1201,0,0.0,1,0
851 N GLEBE RD 1202,425000,425000.0,1,425000
851 N GLEBE RD 1203,462000,462000.0,1,462000
851 N GLEBE RD 1204,700000,350000.0,2,700000
851 N GLEBE RD 1205,692000,692000.0,1,692000
851 N GLEBE RD 1209,555000,555000.0,1,555000
851 N GLEBE RD 1211,725000,725000.0,1,725000
851 N GLEBE RD 1216,400000,400000.0,1,400000
851 N GLEBE RD 1217,719000,719000.0,1,719000
851 N GLEBE RD 1218,408000,408000.0,1,408000
851 N GLEBE RD 1219,690000,690000.0,1,690000
851 N GLEBE RD 1304,633000,633000.0,1,633000
851 N GLEBE RD 1305,725000,362500.0,2,725000
851 N GLEBE RD 1306,500000,250000.0,2,500000
851 N GLEBE RD 1309,540000,270000.0,2,540000
851 N GLEBE RD 1311,0,0.0,1,0
851 N GLEBE RD 1313,324900,324900.0,1,324900
851 N GLEBE RD 1318,430000,430000.0,1,430000
851 N GLEBE RD 1320,725000,725000.0,1,725000
851 N GLEBE RD 1402,450000,450000.0,1,450000
851 N GLEBE RD 1404,1464000,732000.0,2,1464000
851 N GLEBE RD 1408,422500,422500.0,1,422500
851 N GLEBE RD 1409,0,0.0,1,0
851 N GLEBE RD 1415,430000,430000.0,1,430000
851 N GLEBE RD 1417,730000,365000.0,2,730000
851 N GLEBE RD 1418,0,0.0,1,0
851 N GLEBE RD 1419,689900,689900.0,1,689900
851 N GLEBE RD 1420,699900,699900.0,1,699900
851 N GLEBE RD 1421,534000,534000.0,1,534000
851 N GLEBE RD 1504,0,0.0,1,0
851 N GLEBE RD 1505,725000,725000.0,1,725000
851 N GLEBE RD 1511,670000,335000.0,2,670000
851 N GLEBE RD 1515,429900,429900.0,1,429900
851 N GLEBE RD 1518,415000,207500.0,2,415000
851 N GLEBE RD 1520,690000,690000.0,1,690000
851 N GLEBE RD 1607,900000,450000.0,2,900000
851 N GLEBE RD 1608,454250,227125.0,2,454250
851 N GLEBE RD 1610,335000,335000.0,1,335000
851 N GLEBE RD 1611,755000,188750.0,4,755000
851 N GLEBE RD 1615,460000,460000.0,1,460000
851 N GLEBE RD 1621,548400,548400.0,1,548400
851 N GLEBE RD 1704,717500,358750.0,2,717500
851 N GLEBE RD 1705,714000,357000.0,2,714000
851 N GLEBE RD 1706,470000,470000.0,1,470000
851 N GLEBE RD 1707,435000,435000.0,1,435000
851 N GLEBE RD 1712,0,0.0,1,0
851 N GLEBE RD 1715,459000,229500.0,2,459000
851 N GLEBE RD 1717,700000,700000.0,1,700000
851 N GLEBE RD 1718,0,0.0,1,0
851 N GLEBE RD 1801,520000,520000.0,1,520000
851 N GLEBE RD 1806,515000,515000.0,1,515000
851 N GLEBE RD 1807,0,0.0,1,0
851 N GLEBE RD 1808,439900,439900.0,1,439900
851 N GLEBE RD 1813,0,0.0,2,0
851 N GLEBE RD 1816,415000,415000.0,1,415000
851 N GLEBE RD 1818,430000,430000.0,1,430000
851 N GLEBE RD 1819,0,0.0,1,0
851 N GLEBE RD 1904,725500,725500.0,1,725500
851 N GLEBE RD 1908,466100,466100.0,1,466100
851 N GLEBE RD 1910,375000,375000.0,1,375000
851 N GLEBE RD 1921,540000,540000.0,1,540000
851 N GLEBE RD 2002,0,0.0,1,0
851 N GLEBE RD 2004,692000,692000.0,1,692000
851 N GLEBE RD 2005,751000,751000.0,1,751000
851 N GLEBE RD 201,510000,255000.0,2,510000
851 N GLEBE RD 2013,350000,350000.0,1,350000
851 N GLEBE RD 2014,444000,222000.0,2,444000
851 N GLEBE RD 2015,480000,480000.0,1,480000
851 N GLEBE RD 2019,0,0.0,3,0
851 N GLEBE RD 2020,750000,750000.0,1,750000
851 N GLEBE RD 203,454900,454900.0,1,454900
851 N GLEBE RD 204,694000,347000.0,2,694000
851 N GLEBE RD 206,470000,470000.0,1,470000
851 N GLEBE RD 207,440000,440000.0,1,440000
851 N GLEBE RD 214,399000,399000.0,1,399000
851 N GLEBE RD 216,0,0.0,1,0
851 N GLEBE RD 218,450000,450000.0,1,450000
851 N GLEBE RD 219,670000,670000.0,1,670000
851 N GLEBE RD 220,702000,351000.0,2,702000
851 N GLEBE RD 221,531000,531000.0,1,531000
851 N GLEBE RD 301,520000,520000.0,1,520000
851 N GLEBE RD 302,450000,450000.0,1,450000
851 N GLEBE RD 303,427900,427900.0,1,427900
851 N GLEBE RD 304,650000,650000.0,1,650000
851 N GLEBE RD 309,520000,520000.0,1,520000
851 N GLEBE RD 310,371000,371000.0,1,371000
851 N GLEBE RD 313,0,0.0,1,0
851 N GLEBE RD 314,410000,410000.0,1,410000
851 N GLEBE RD 317,1375000,687500.0,2,1375000
851 N GLEBE RD 318,409900,409900.0,1,409900
851 N GLEBE RD 320,679000,679000.0,1,679000
851 N GLEBE RD 402,435000,435000.0,1,435000
851 N GLEBE RD 403,0,0.0,1,0
851 N GLEBE RD 405,690000,690000.0,1,690000
851 N GLEBE RD 406,485000,485000.0,1,485000
851 N GLEBE RD 416,800000,400000.0,2,800000
851 N GLEBE RD 418,0,0.0,1,0
851 N GLEBE RD 421,515500,515500.0,1,515500
851 N GLEBE RD 505,685000,685000.0,1,685000
851 N GLEBE RD 507,440500,440500.0,1,440500
851 N GLEBE RD 508,0,0.0,1,0
851 N GLEBE RD 511,765750,765750.0,1,765750
851 N GLEBE RD 514,400000,100000.0,4,400000
851 N GLEBE RD 517,645000,645000.0,1,645000
851 N GLEBE RD 519,739900,369950.0,2,739900
851 N GLEBE RD 520,710000,710000.0,1,710000
851 N GLEBE RD 602,427000,427000.0,1,427000
851 N GLEBE RD 605,670000,670000.0,1,670000
851 N GLEBE RD 606,481000,481000.0,1,481000
851 N GLEBE RD 607,440000,440000.0,1,440000
851 N GLEBE RD 610,350000,350000.0,1,350000
851 N GLEBE RD 611,725000,725000.0,1,725000
851 N GLEBE RD 612,345000,345000.0,1,345000
851 N GLEBE RD 616,395000,197500.0,2,395000
851 N GLEBE RD 621,539000,539000.0,1,539000
851 N GLEBE RD 705,0,0.0,1,0
851 N GLEBE RD 707,0,0.0,1,0
851 N GLEBE RD 709,0,0.0,1,0
851 N GLEBE RD 711,720000,720000.0,1,720000
851 N GLEBE RD 714,450000,450000.0,1,450000
851 N GLEBE RD 716,440500,440500.0,1,440500
851 N GLEBE RD 720,702500,351250.0,2,702500
851 N GLEBE RD 808,435000,435000.0,1,435000
851 N GLEBE RD 809,530000,530000.0,1,530000
851 N GLEBE RD 811,715000,715000.0,1,715000
851 N GLEBE RD 814,425000,212500.0,2,425000
851 N GLEBE RD 815,0,0.0,2,0
851 N GLEBE RD 816,384900,384900.0,1,384900
851 N GLEBE RD 817,680000,680000.0,1,680000
851 N GLEBE RD 819,699988,349994.0,2,699988
851 N GLEBE RD 820,715000,715000.0,1,715000
851 N GLEBE RD 901,560000,560000.0,1,560000
851 N GLEBE RD 903,460000,153333.33333333334,3,460000
851 N GLEBE RD 904,0,0.0,1,0
851 N GLEBE RD 907,449900,449900.0,1,449900
851 N GLEBE RD 908,440500,146833.33333333334,3,440500
851 N GLEBE RD 910,0,0.0,1,0
851 N GLEBE RD 914,673000,336500.0,2,673000
851 N GLEBE RD 920,730000,365000.0,2,730000
851 N GREENBRIER ST,0,0.0,1,0
851 N KENTUCKY ST,0,0.0,1,0
851 N LARRIMORE ST,0,0.0,1,0
851 N MADISON ST,0,0.0,1,0
852 N MADISON ST,32377531,6475506.2,5,32377531
852 N MANCHESTER ST,7242062,2414020.6666666665,3,7242062
852 S HARRISON ST,545000,545000.0,1,545000
852 S IRVING ST,532000,532000.0,1,532000
853 MCKINLEY RD,3621031,1207010.3333333333,3,3621031
853 N JACKSONVILLE ST,1385000,1385000.0,1,1385000
853 N MANCHESTER ST,7242062,2414020.6666666665,3,7242062
853 S HARRISON ST,480000,480000.0,1,480000
854 N ABINGDON ST,2339996,1169998.0,2,2339996
854 N ARLINGTON MILL DR,0,0.0,1,0
854 N BURLINGTON ST,0,0.0,1,0
854 PATRICK HENRY DR,775000,775000.0,1,775000
854 S HARRISON ST,0,0.0,1,0
854 S IRVING ST,487500,487500.0,1,487500
855 N BURLINGTON ST,695000,695000.0,1,695000
855 N FREDERICK ST,0,0.0,1,0
855 N HARRISON ST,1298000,1298000.0,1,1298000
855 S GREENBRIER ST,0,0.0,1,0
856 N BURLINGTON ST,214667,214667.0,1,214667
856 N GREENBRIER ST,0,0.0,2,0
856 N HARRISON ST,2075000,1037500.0,2,2075000
856 N MADISON ST,32314981,6462996.2,5,32314981
856 S HARRISON ST,312500,312500.0,1,312500
856 S IRVING ST,525000,525000.0,1,525000
857 N BURLINGTON ST,631250,631250.0,1,631250
857 N JACKSONVILLE ST,769000,256333.33333333334,3,769000
857 N MANCHESTER ST,7242062,2414020.6666666665,3,7242062
857 S HARRISON ST,525000,525000.0,1,525000
858 N ABINGDON ST,1730000,865000.0,2,1730000
858 N FREDERICK ST,2050000,1025000.0,2,2050000
858 N GREENBRIER ST,867500,867500.0,1,867500
858 N OHIO ST,885000,885000.0,1,885000
858 S HARRISON ST,595000,595000.0,1,595000
859 N JACKSONVILLE ST,0,0.0,1,0
859 N KENTUCKY ST,2230000,1115000.0,2,2230000
859 N MADISON ST,2035000,1017500.0,2,2035000
86 N BEDFORD ST 86A,302000,302000.0,1,302000
86 S WISE ST,0,0.0,1,0
860 N MADISON ST,32320981,6464196.2,5,32320981
861 N MANCHESTER ST,3621031,1207010.3333333333,3,3621031
862 N ARLINGTON MILL DR,865000,865000.0,1,865000
862 N FREDERICK ST,725000,725000.0,1,725000
862 N HARRISON ST,1862500,1862500.0,1,1862500
862 N KENSINGTON ST,1425000,1425000.0,1,1425000
862 N LARRIMORE ST,910000,910000.0,1,910000
862 N OHIO ST,790000,790000.0,1,790000
862 S HARRISON ST,0,0.0,1,0
862 S IRVING ST,0,0.0,1,0
863 N BURLINGTON ST,0,0.0,1,0
863 N LIBERTY ST,0,0.0,1,0
863 N MADISON ST,0,0.0,1,0
864 N JEFFERSON ST,1420000,710000.0,2,1420000
864 N LONGFELLOW ST,985000,985000.0,1,985000
864 N MADISON ST,32171031,6434206.2,5,32171031
864 S IRVING ST,515000,515000.0,1,515000
865 N LIVINGSTON ST,0,0.0,1,0
865 N MANCHESTER ST,3621031,1207010.3333333333,3,3621031
866 N ARLINGTON MILL DR,957000,957000.0,1,957000
866 N JACKSONVILLE ST,0,0.0,1,0
866 N LIVINGSTON ST,2450000,1225000.0,2,2450000
867 N ABINGDON ST,740152,370076.0,2,740152
867 N BURLINGTON ST,0,0.0,1,0
867 N JACKSONVILLE ST,1275000,1275000.0,1,1275000
867 N LEBANON ST,1720000,860000.0,2,1720000
867 N LEXINGTON ST,0,0.0,1,0
868 N MADISON ST,32398981,6479796.2,5,32398981
868 N MANCHESTER ST,7242062,2414020.6666666665,3,7242062
869 N BURLINGTON ST,1132140,566070.0,2,1132140
869 N MANCHESTER ST,3621031,1207010.3333333333,3,3621031
869 PATRICK HENRY DR,0,0.0,1,0
870 N ABINGDON ST,0,0.0,1,0
870 N ARLINGTON MILL DR,912000,912000.0,1,912000
870 N JACKSONVILLE ST,860000,860000.0,1,860000
870 N LIVINGSTON ST,1390000,1390000.0,1,1390000
870 N NOTTINGHAM ST,0,0.0,2,0
870 N OHIO ST,0,0.0,1,0
871 N ABINGDON ST,0,0.0,1,0
871 N JACKSONVILLE ST,0,0.0,1,0
871 N LONGFELLOW ST,999000,499500.0,2,999000
871 N MADISON ST,0,0.0,1,0
872 N FREDERICK ST,1165000,582500.0,2,1165000
872 N KENSINGTON ST,904500,904500.0,1,904500
872 N MADISON ST,32342631,6468526.2,5,32342631
872 N MANCHESTER ST,7242062,2414020.6666666665,3,7242062
873 N FREDERICK ST,0,0.0,1,0
873 N HARRISON ST,0,0.0,2,0
873 N MANCHESTER ST,3621031,1207010.3333333333,3,3621031
874 N JACKSON ST,885000,885000.0,1,885000
874 N LEBANON ST,0,0.0,1,0
874 PATRICK HENRY DR,406000,135333.33333333334,3,406000
875 N GREENBRIER ST,1730000,865000.0,2,1730000
875 N LEBANON ST,940000,940000.0,1,940000
875 N RANDOLPH ST,151200000,151200000.0,1,151200000
876 N KENSINGTON ST,827000,827000.0,1,827000
876 N MADISON ST,30371031,7592757.75,4,30371031
876 N MANCHESTER ST,7242062,2414020.6666666665,3,7242062
877 N MANCHESTER ST,3621031,1207010.3333333333,3,3621031
877 PATRICK HENRY DR,875000,875000.0,1,875000
878 N KENSINGTON ST,1288500,1288500.0,1,1288500
878 N NOTTINGHAM ST,0,0.0,1,0
878 N OHIO ST,781000,390500.0,2,781000
879 N HARRISON ST,0,0.0,2,0
879 N KENSINGTON ST,0,0.0,1,0
879 N MADISON ST,1803448,901724.0,2,1803448
88 N BEDFORD ST 88A,520000,520000.0,1,520000
88 S WISE ST,670000,670000.0,1,670000
880 N MADISON ST,0,0.0,2,0
880 N MANCHESTER ST,7242062,2414020.6666666665,3,7242062
880 N POLLARD ST 1002,430000,430000.0,1,430000
880 N POLLARD ST 1006,430000,430000.0,1,430000
880 N POLLARD ST 1024,625000,625000.0,1,625000
880 N POLLARD ST 201,599000,599000.0,1,599000
880 N POLLARD ST 203,455000,455000.0,1,455000
880 N POLLARD ST 221,423900,423900.0,1,423900
880 N POLLARD ST 222,440000,440000.0,1,440000
880 N POLLARD ST 225,555000,555000.0,1,555000
880 N POLLARD ST 226,370000,370000.0,1,370000
880 N POLLARD ST 227,380000,380000.0,1,380000
880 N POLLARD ST 301,580000,290000.0,2,580000
880 N POLLARD ST 302,414000,414000.0,1,414000
880 N POLLARD ST 304,575000,287500.0,2,575000
880 N POLLARD ST 305,580000,580000.0,1,580000
880 N POLLARD ST 306,408888,204444.0,2,408888
880 N POLLARD ST 307,449001,449001.0,1,449001
880 N POLLARD ST 322,489900,489900.0,1,489900
880 N POLLARD ST 323,425000,425000.0,1,425000
880 N POLLARD ST 324,0,0.0,2,0
880 N POLLARD ST 403,477500,477500.0,1,477500
880 N POLLARD ST 406,405000,405000.0,1,405000
880 N POLLARD ST 424,0,0.0,1,0
880 N POLLARD ST 426,350900,350900.0,1,350900
880 N POLLARD ST 427,382500,382500.0,1,382500
880 N POLLARD ST 501,585000,585000.0,1,585000
880 N POLLARD ST 503,959900,479950.0,2,959900
880 N POLLARD ST 505,610000,610000.0,1,610000
